FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados
120826;1000;;;28,99
120826;1100;;;32,35
120826;1200;;;18,87
120826;1300;;;10,11
120826;1400;;;14,83
120826;1500;;;16,85
120826;1600;;;10,78
120826;1700;;;11,46
120826;1800;;;28,98
120826;1900;;;30,34
120826;2000;;;428,8
120826;2100;;;390
120826;2200;;;281,8
120826;2300;;;148,3
120827;0;;;62,71
120827;100;;;125,8
120827;200;;;89
120827;300;;;384,399
120827;400;;;28,33
120827;500;;;19,56
120827;600;;;42,49
120827;700;;;99,1
120827;800;;;112,6
120827;900;;;512,599
120827;1000;;;39,78
120827;1100;;;29,67
120827;1200;;;22,25
120827;1300;;;20,9
120827;1400;;;20,22
120827;1500;;;18,87
120827;1600;;;20,22
120827;1700;;;25,61
120827;1800;;;46,5
120827;1900;;;37,75
120827;2000;;;45,84
120827;2100;;;167,2
120827;2200;;;1000
120827;2300;;;1000
120828;0;;;1000
120828;100;;;1000
120828;200;;;1000
120828;300;;;1000
120828;400;;;1000
120828;500;;;1000
120828;600;;;999
120828;700;;;1000
120828;800;;;999
120828;900;;;1000
120828;1000;;;1000
120828;1100;;;1000
120828;1200;;;1000
120828;1300;;;1000
120828;1400;;;1000
120828;1500;;;1000
120828;1600;;;1000
120828;1700;;;1000
120828;1800;;;1000
120828;1900;;;1000
120828;2000;;;1000
120828;2100;;;1000
120828;2200;;;1000
120828;2300;;;1000
120829;0;;;999
120829;100;;;999
120829;200;;;1000
120829;300;;;1000
120829;400;;;1000
120829;500;;;1000
120829;600;;;1000
120829;700;;;1000
120829;800;;;1000
120829;900;;;1000
120829;1000;;;
120829;1100;;;1000
120829;1200;;;
120829;1300;;;1000
120829;1400;;;
120829;1500;;;1000
120829;1600;;;1000
120829;1700;;;999
120829;1800;;;1000
120829;1900;;;1000
120829;2000;;;1000
120829;2100;;;1000
120829;2200;;;999
120829;2300;;;999
120830;0;;;999
120830;100;;;1000
120830;200;;;1000
120830;300;;;1000
120830;400;;;1000
120830;500;;;1000
120830;600;;;1000
120830;700;;;1000
120830;800;;;1000
120830;900;;;1000
120830;1000;;;
120830;1100;;;1000
120830;1200;;;1000
120830;1300;;;1000
120830;1400;;;1000
120830;1500;;;1000
120830;1600;;;1000
120830;1700;;;1000
120830;1800;;;1000
120830;1900;;;1000
120830;2000;;;1000
120830;2100;;;1000
120830;2200;;;999
120830;2300;;;999
120831;0;;;999
120831;100;;;1000
120831;200;;;1000
120831;300;;;1000
120831;400;;;1000
120831;500;;;1000
120831;600;;;1000
120831;700;;;1000
120831;800;;;1000
120831;900;;;1000
120831;1000;;;
120831;1100;;;1000
120831;1200;;;
120831;1300;;;
120831;1400;;;
120831;1500;;;1000
120831;1600;;;1000
120831;1700;;;999
120831;1800;;;1000
120831;1900;;;1000
120831;2000;;;1000
120831;2100;;;1000
120831;2200;;;1000
120831;2300;;;1000
120901;0;;;1000
120901;100;;;
120901;200;;;
120901;300;;;
120901;400;;;
120901;500;;;
120901;600;;;
120901;700;;;
120901;800;;;999
120901;900;;;999
120901;1000;;;1000
120901;1100;;;1000
120901;1200;;;1000
120901;1300;;;
120901;1400;;;1000
120901;1500;;;1000
120901;1600;;;1000
120901;1700;;;1000
120901;1800;;;999
120901;1900;;;1000
120901;2000;;;1000
120901;2100;;;1000
120901;2200;;;1000
120901;2300;;;1000
120902;0;;;1000
120902;100;;;999
120902;200;;;1000
120902;300;;;999
120902;400;;;1000
120902;500;;;1000
120902;600;;;1000
120902;700;;;
120902;800;;;
120902;900;;;
120902;1000;;;
120902;1100;;;
120902;1200;;;
120902;1300;;;
120902;1400;;;
120902;1500;;;
120902;1600;;;
120902;1700;;;
120902;1800;;;
120902;1900;;;
120902;2000;;;
120902;2100;;;
120902;2200;;;
120902;2300;;;
120903;0;;;
120903;100;;;
120903;200;;;
120903;300;;;
120903;400;;;
120903;500;;;
120903;600;;;
120903;700;;;
120903;800;;;
120903;900;;;
120903;1000;;;999
120903;1100;;;1000
120903;1200;;;999
120903;1300;;;1000
120903;1400;;;1000
120903;1500;;;1000
120903;1600;;;1000
120903;1700;;;1000
120903;1800;;;1000
120903;1900;;;1000
120903;2000;;;1000
120903;2100;;;1000
120903;2200;;;1000
120903;2300;;;999
120904;0;;;1000
120904;100;;;999
120904;200;;;1000
120904;300;;;999
120904;400;;;999
120904;500;;;999
120904;600;;;999
120904;700;;;1000
120904;800;;;1000
120904;900;;;999
120904;1000;;;1000
120904;1100;;;1000
120904;1200;;;1000
120904;1300;;;1000
120904;1400;;;1000
120904;1500;;;1000
120904;1600;;;1000
120904;1700;;;1000
120904;1800;;;1000
120904;1900;;;1000
120904;2000;;;1000
120904;2100;;;1000
120904;2200;;;1000
120904;2300;;;999
120905;0;;;1000
120905;100;;;999
120905;200;;;1000
120905;300;;;1000
120905;400;;;1000
120905;500;;;1000
120905;600;;;1000
120905;700;;;1000
120905;800;;;1000
120905;900;;;1000
120905;1000;;;1000
120905;1100;;;
120905;1200;;;1000
120905;1300;;;1000
120905;1400;;;1000
120905;1500;;;1000
120905;1600;;;1000
120905;1700;;;1000
120905;1800;;;1000
120905;1900;;;1000
120905;2000;;;1000
120905;2100;;;1000
120905;2200;;;1000
120905;2300;;;1000
120906;0;;;
120906;100;;;
120906;200;;;
120906;300;;;
120906;400;;;
120906;500;;;
120906;600;;;
120906;700;;;999
120906;800;;;999
120906;900;;;1000
120906;1000;;;1000
120906;1100;;;1000
120906;1200;;;1000
120906;1300;;;1000
120906;1400;;;1000
120906;1500;;;1000
120906;1600;;;1000
120906;1700;;;1000
120906;1800;;;1000
120906;1900;;;1000
120906;2000;;;1000
120906;2100;;;1000
120906;2200;;;999
120906;2300;;;999
120907;0;;;999
120907;100;;;1000
120907;200;;;999
120907;300;;;1000
120907;400;;;1000
120907;500;;;1000
120907;600;;;1000
120907;700;;;1000
120907;800;;;1000
120907;900;;;999
120907;1000;;;1000
120907;1100;;;999
120907;1200;;;1000
120907;1300;;;1000
120907;1400;;;1000
120907;1500;;;1000
120907;1600;;;1000
120907;1700;;;1000
120907;1800;;;1000
120907;1900;;;1000
120907;2000;;;1000
120907;2100;;;1000
120907;2200;;;999
120907;2300;;;1000
120908;0;;;999
120908;100;;;999
120908;200;;;999
120908;300;;;1000
120908;400;;;1000
120908;500;;;1000
120908;600;;;1000
120908;700;;;1000
120908;800;;;1000
120908;900;;;1000
120908;1000;;;1000
120908;1100;;;1000
120908;1200;;;1000
120908;1300;;;1000
120908;1400;;;1000
120908;1500;;;1000
120908;1600;;;1000
120908;1700;;;1000
120908;1800;;;1000
120908;1900;;;
120908;2000;;;1000
120908;2100;;;1000
120908;2200;;;1000
120908;2300;;;1000
120909;0;;;999
120909;100;;;999
120909;200;;;1000
120909;300;;;1000
120909;400;;;1000
120909;500;;;1000
120909;600;;;1000
120909;700;;;1000
120909;800;;;1000
120909;900;;;1000
120909;1000;;;1000
120909;1100;;;1000
120909;1200;;;1000
120909;1300;;;1000
120909;1400;;;1000
120909;1500;;;1000
120909;1600;;;1000
120909;1700;;;1000
120909;1800;;;999
120909;1900;;;1000
120909;2000;;;1000
120909;2100;;;1000
120909;2200;;;1000
120909;2300;;;1000
120910;0;;;999
120910;100;;;999
120910;200;;;999
120910;300;;;1000
120910;400;;;1000
120910;500;;;1000
120910;600;;;1000
120910;700;;;1000
120910;800;;;1000
120910;900;;;1000
120910;1000;;;1000
120910;1100;;;1000
120910;1200;;;1000
120910;1300;;;999
120910;1400;;;1000
120910;1500;;;1000
120910;1600;;;1000
120910;1700;;;1000
120910;1800;;;1000
120910;1900;;;1000
120910;2000;;;1000
120910;2100;;;1000
120910;2200;;;1000
120910;2300;;;1000
120911;0;;;999
120911;100;;;999
120911;200;;;1000
120911;300;;;1000
120911;400;;;1000
120911;500;;;1000
120911;600;;;1000
120911;700;;;1000
120911;800;;;
120911;900;;;1000
120911;1000;;;
120911;1100;;;1000
120911;1200;;;1000
120911;1300;;;1000
120911;1400;;;1000
120911;1500;;;1000
120911;1600;;;1000
120911;1700;;;1000
120911;1800;;;1000
120911;1900;;;1000
120911;2000;;;1000
120911;2100;;;1000
120911;2200;;;999
120911;2300;;;999
120912;0;;;999
120912;100;;;1000
120912;200;;;1000
120912;300;;;1000
120912;400;;;1000
120912;500;;;1000
120912;600;;;1000
120912;700;;;1000
120912;800;;;1000
120912;900;;;1000
120912;1000;;;
120912;1100;;;1000
120912;1200;;;1000
120912;1300;;;14,83
120912;1400;;;18,19
120912;1500;;;20,89
120912;1600;;;16,84
120912;1700;;;16,17
120912;1800;;;30,32
120912;1900;;;40,43
120912;2000;;;34,37
120912;2100;;;613,199
120912;2200;;;73,46
120912;2300;;;78,85
120913;0;;;922,998
120913;100;;;23,59
120913;200;;;16,85
120913;300;;;11,46
120913;400;;;12,13
120913;500;;;14,16
120913;600;;;14,16
120913;700;;;24,27
120913;800;;;24,94
120913;900;;;22,92
120913;1000;;;26,96
120913;1100;;;26,96
120913;1200;;;25,61
120913;1300;;;22,91
120913;1400;;;20,89
120913;1500;;;14,15
120913;1600;;;12,13
120913;1700;;;19,54
120913;1800;;;29,64
120913;1900;;;38,41
120913;2000;;;491,899
120913;2100;;;73,45
120913;2200;;;35,05
120913;2300;;;28,98
120914;0;;;23,59
120914;100;;;24,94
120914;200;;;24,94
120914;300;;;33,36
120914;400;;;20,9
120914;500;;;18,88
120914;600;;;14,83
120914;700;;;12,14
120914;800;;;20,9
120914;900;;;16,85
120914;1000;;;943,999
120914;1100;;;10,78
120914;1200;;;15,5
120914;1300;;;10,78
120914;1400;;;10,78
120914;1500;;;19,54
120914;1600;;;14,49
120914;1700;;;10,11
120914;1800;;;10,11
120914;1900;;;14,49
120914;2000;;;24,93
120914;2100;;;15,5
120914;2200;;;10,11
120914;2300;;;875,998
120915;0;;;8,09
120915;100;;;741,399
120915;200;;;5,392
120915;300;;;875,998
120915;400;;;16,18
120915;500;;;606,599
120915;600;;;471,799
120915;700;;;471,799
120915;800;;;909,998
120915;900;;;12,8
120915;1000;;;11,45
120915;1100;;;11,45
120915;1200;;;15,49
120915;1300;;;14,14
120915;1400;;;7,741
120915;1500;;;6,729
120915;1600;;;6,057
120915;1700;;;6,729
120915;1800;;;
120915;1900;;;
120915;2000;;;
120915;2100;;;
120915;2200;;;
120915;2300;;;
120916;0;;;
120916;100;;;
120916;200;;;
120916;300;;;
120916;400;;;
120916;500;;;
120916;600;;;
120916;700;;;
120916;800;;;
120916;900;;;
120916;1000;;;
120916;1100;;;
120916;1200;;;
120916;1300;;;
120916;1400;;;
120916;1500;;;
120916;1600;;;
120916;1700;;;
120916;1800;;;
120916;1900;;;
120916;2000;;;
120916;2100;;;
120916;2200;;;
120916;2300;;;
120917;0;;;
120917;100;;;
120917;200;;;
120917;300;;;
120917;400;;;
120917;500;;;
120917;600;;;
120917;700;;;
120917;800;;;
120917;900;;;
120917;1000;;;
120917;1100;;;
120917;1200;;;
120917;1300;;;
120917;1400;;;
120917;1500;;;
120917;1600;;;
120917;1700;;;
120917;1800;;;
120917;1900;;;
120917;2000;;;
120917;2100;;;
120917;2200;;;
120917;2300;;;
120918;0;;;
120918;100;;;
120918;200;;;
120918;300;;;
120918;400;;;
120918;500;;;
120918;600;;;
120918;700;;;
120918;800;;;
120918;900;;;
120918;1000;;;
120918;1100;;;
120918;1200;;;
120918;1300;;;
120918;1400;;;
120918;1500;;;
120918;1600;;;
120918;1700;;;
120918;1800;;;
120918;1900;;;
120918;2000;;;
120918;2100;;;
120918;2200;;;
120918;2300;;;
120919;0;;;
120919;100;;;
120919;200;;;
120919;300;;;
120919;400;;;
120919;500;;;
120919;600;;;
120919;700;;;
120919;800;;;
120919;900;;;
120919;1000;;;
120919;1100;;;
120919;1200;;;
120919;1300;;;
120919;1400;;;
120919;1500;;;
120919;1600;;;
120919;1700;;;
120919;1800;;;
120919;1900;;;
120919;2000;;;
120919;2100;;;
120919;2200;;;
120919;2300;;;
120920;0;;;
120920;100;;;
120920;200;;;
120920;300;;;
120920;400;;;
120920;500;;;
120920;600;;;
120920;700;;;
120920;800;;;
120920;900;;;
120920;1000;;;
120920;1100;;;
120920;1200;;;
120920;1300;;;
120920;1400;;;
120920;1500;;;
120920;1600;;;
120920;1700;;;
120920;1800;;;
120920;1900;;;
120920;2000;;;
120920;2100;;;
120920;2200;;;
120920;2300;;;
120921;0;;;
120921;100;;;
120921;200;;;
120921;300;;;
120921;400;;;
120921;500;;;
120921;600;;;
120921;700;;;
120921;800;;;
120921;900;;;
120921;1000;;;
120921;1100;;;
120921;1200;;;
120921;1300;;;
120921;1400;;;
120921;1500;;;
120921;1600;;;
120921;1700;;;
120921;1800;;;
120921;1900;;;
120921;2000;;;
120921;2100;;;
120921;2200;;;
120921;2300;;;
120922;0;;;
120922;100;;;
120922;200;;;
120922;300;;;
120922;400;;;
120922;500;;;
120922;600;;;
120922;700;;;
120922;800;;;
120922;900;;;
120922;1000;;;
120922;1100;;;
120922;1200;;;
120922;1300;;;
120922;1400;;;
120922;1500;;;
120922;1600;;;
120922;1700;;;
120922;1800;;;
120922;1900;;;
120922;2000;;;
120922;2100;;;
120922;2200;;;
120922;2300;;;
120923;0;;;
120923;100;;;
120923;200;;;
120923;300;;;
120923;400;;;
120923;500;;;
120923;600;;;
120923;700;;;
120923;800;;;
120923;900;;;
120923;1000;;;
120923;1100;;;
120923;1200;;;
120923;1300;;;
120923;1400;;;
120923;1500;;;
120923;1600;;;
120923;1700;;;
120923;1800;;;
120923;1900;;;
120923;2000;;;
120923;2100;;;
120923;2200;;;
120923;2300;;;
120924;0;;;
120924;100;;;
120924;200;;;
120924;300;;;
120924;400;;;
120924;500;;;
120924;600;;;
120924;700;;;
120924;800;;;
120924;900;;;
120924;1000;;;
120924;1100;;;
120924;1200;;;
120924;1300;;;
120924;1400;;;
120924;1500;;;
120924;1600;;;
120924;1700;;;
120924;1800;;;
120924;1900;;;
120924;2000;;;
120924;2100;;;
120924;2200;;;
120924;2300;;;
120925;0;;;
120925;100;;;
120925;200;;;
120925;300;;;
120925;400;;;
120925;500;;;
120925;600;;;
120925;700;;;
120925;800;;;
120925;900;;;
120925;1000;;;
120925;1100;;;
120925;1200;;;
120925;1300;;;
120925;1400;;;
120925;1500;;;
120925;1600;;;
120925;1700;;;
120925;1800;;;
120925;1900;;;
120925;2000;;;
120925;2100;;;
120925;2200;;;
120925;2300;;;
120926;0;;;
120926;100;;;
120926;200;;;
120926;300;;;
120926;400;;;
120926;500;;;
120926;600;;;
120926;700;;;
120926;800;;;
120926;900;;;
120926;1000;;;
120926;1100;;;
120926;1200;;;
120926;1300;;;
120926;1400;;;
120926;1500;;;
120926;1600;;;
120926;1700;;;
120926;1800;;;
120926;1900;;;
120926;2000;;;
120926;2100;;;
120926;2200;;;
120926;2300;;;
120927;0;;;
120927;100;;;
120927;200;;;
120927;300;;;
120927;400;;;
120927;500;;;
120927;600;;;
120927;700;;;
120927;800;;;
120927;900;;;
120927;1000;;;
120927;1100;;;
120927;1200;;;
120927;1300;;;
120927;1400;;;
120927;1500;;;
120927;1600;;;
120927;1700;;;
120927;1800;;;
120927;1900;;;
120927;2000;;;
120927;2100;;;
120927;2200;;;
120927;2300;;;
120928;0;;;
120928;100;;;
120928;200;;;
120928;300;;;
120928;400;;;
120928;500;;;
120928;600;;;
120928;700;;;
120928;800;;;
120928;900;;;
120928;1000;;;
120928;1100;;;
120928;1200;;;
120928;1300;;;
120928;1400;;;
120928;1500;;;
120928;1600;;;
120928;1700;;;
120928;1800;;;
120928;1900;;;
120928;2000;;;
120928;2100;;;
120928;2200;;;
120928;2300;;;
120929;0;;;
120929;100;;;
120929;200;;;
120929;300;;;
120929;400;;;
120929;500;;;
120929;600;;;
120929;700;;;
120929;800;;;
120929;900;;;
120929;1000;;;
120929;1100;;;
120929;1200;;;
120929;1300;;;
120929;1400;;;
120929;1500;;;
120929;1600;;;
120929;1700;;;
120929;1800;;;
120929;1900;;;
120929;2000;;;
120929;2100;;;
120929;2200;;;
120929;2300;;;
120930;0;;;
120930;100;;;
120930;200;;;
120930;300;;;
120930;400;;;
120930;500;;;
120930;600;;;
120930;700;;;
120930;800;;;
120930;900;;;
120930;1000;;;
120930;1100;;;
120930;1200;;;
120930;1300;;;
120930;1400;;;
120930;1500;;;
120930;1600;;;
120930;1700;;;
120930;1800;;;
120930;1900;;;
120930;2000;;;
120930;2100;;;
120930;2200;;;
120930;2300;;;
121001;0;;;
121001;100;;;
121001;200;;;
121001;300;;;
121001;400;;;
121001;500;;;
121001;600;;;
121001;700;;;
121001;800;;;
121001;900;;;
121001;1000;;;
121001;1100;;;
121001;1200;;;
121001;1300;;;
121001;1400;;;
121001;1500;;;
121001;1600;;;
121001;1700;;;
121001;1800;;;
121001;1900;;;
121001;2000;;;
121001;2100;;;
121001;2200;;;
121001;2300;;;
121002;0;;;
121002;100;;;
121002;200;;;
121002;300;;;
121002;400;;;
121002;500;;;
121002;600;;;
121002;700;;;
121002;800;;;
121002;900;;;
121002;1000;;;
121002;1100;;;
121002;1200;;;
121002;1300;;;
121002;1400;;;
121002;1500;;;
121002;1600;;;
121002;1700;;;
121002;1800;;;
121002;1900;;;
121002;2000;;;
121002;2100;;;
121002;2200;;;
121002;2300;;;
121003;0;;;
121003;100;;;
121003;200;;;
121003;300;;;
121003;400;;;
121003;500;;;
121003;600;;;
121003;700;;;
121003;800;;;
121003;900;;;
121003;1000;;;
121003;1100;;;
121003;1200;;;
121003;1300;;;
121003;1400;;;
121003;1500;;;
121003;1600;;;
121003;1700;;;
121003;1800;;;
121003;1900;;;
121003;2000;;;
121003;2100;;;
121003;2200;;;
121003;2300;;;
121004;0;;;
121004;100;;;
121004;200;;;
121004;300;;;
121004;400;;;
121004;500;;;
121004;600;;;
121004;700;;;
121004;800;;;
121004;900;;;
121004;1000;;;
121004;1100;;;
121004;1200;;;
121004;1300;;;
121004;1400;;;
121004;1500;;;
121004;1600;;;
121004;1700;;;
121004;1800;;;
121004;1900;;;
121004;2000;;;
121004;2100;;;
121004;2200;;;
121004;2300;;;
121005;0;;;
121005;100;;;
121005;200;;;
121005;300;;;
121005;400;;;
121005;500;;;
121005;600;;;
121005;700;;;
121005;800;;;
121005;900;;;
121005;1000;;;
121005;1100;;;
121005;1200;;;
121005;1300;;;
121005;1400;;;
121005;1500;;;
121005;1600;;;
121005;1700;;;
121005;1800;;;
121005;1900;;;
121005;2000;;;
121005;2100;;;
121005;2200;;;
121005;2300;;;
121006;0;;;
121006;100;;;
121006;200;;;
121006;300;;;
121006;400;;;
121006;500;;;
121006;600;;;
121006;700;;;
121006;800;;;
121006;900;;;
121006;1000;;;
121006;1100;;;
121006;1200;;;
121006;1300;;;
121006;1400;;;
121006;1500;;;
121006;1600;;;
121006;1700;;;
121006;1800;;;
121006;1900;;;
121006;2000;;;
121006;2100;;;
121006;2200;;;
121006;2300;;;
121007;0;;;
121007;100;;;
121007;200;;;
121007;300;;;
121007;400;;;
121007;500;;;
121007;600;;;
121007;700;;;
121007;800;;;
121007;900;;;
121007;1000;;;
121007;1100;;;
121007;1200;;;
121007;1300;;;
121007;1400;;;
121007;1500;;;
121007;1600;;;
121007;1700;;;
121007;1800;;;
121007;1900;;;
121007;2000;;;
121007;2100;;;
121007;2200;;;
121007;2300;;;
121008;0;;;
121008;100;;;
121008;200;;;
121008;300;;;
121008;400;;;
121008;500;;;
121008;600;;;
121008;700;;;
121008;800;;;
121008;900;;;
121008;1000;;;
121008;1100;;;
121008;1200;;;
121008;1300;;;
121008;1400;;;
121008;1500;;;
121008;1600;;;
121008;1700;;;
121008;1800;;;
121008;1900;;;
121008;2000;;;
121008;2100;;;
121008;2200;;;
121008;2300;;;
121009;0;;;
121009;100;;;
121009;200;;;
121009;300;;;
121009;400;;;
121009;500;;;
121009;600;;;
121009;700;;;
121009;800;;;
121009;900;;;
121009;1000;;;
121009;1100;;;
121009;1200;;;
121009;1300;;;
121009;1400;;;
121009;1500;;;
121009;1600;;;
121009;1700;;;
121009;1800;;;
121009;1900;;;
121009;2000;;;
121009;2100;;;
121009;2200;;;
121009;2300;;;
121010;0;;;
121010;100;;;
121010;200;;;
121010;300;;;
121010;400;;;
121010;500;;;
121010;600;;;
121010;700;;;
121010;800;;;
121010;900;;;
121010;1000;;;
121010;1100;;;
121010;1200;;;
121010;1300;;;
121010;1400;;;
121010;1500;;;
121010;1600;;;
121010;1700;;;
121010;1800;;;
121010;1900;;;
121010;2000;;;
121010;2100;;;
121010;2200;;;
121010;2300;;;
121011;0;;;
121011;100;;;
121011;200;;;
121011;300;;;
121011;400;;;
121011;500;;;
121011;600;;;
121011;700;;;
121011;800;;;
121011;900;;;
121011;1000;;;
121011;1100;;;
121011;1200;;;
121011;1300;;;
121011;1400;;;
121011;1500;;;
121011;1600;;;
121011;1700;;;
121011;1800;;;
121011;1900;;;
121011;2000;;;
121011;2100;;;
121011;2200;;;
121011;2300;;;
121012;0;;;
121012;100;;;
121012;200;;;
121012;300;;;
121012;400;;;
121012;500;;;
121012;600;;;
121012;700;;;
121012;800;;;
121012;900;;;
121012;1000;;;
121012;1100;;;
121012;1200;;;
121012;1300;;;
121012;1400;;;
121012;1500;;;
121012;1600;;;
121012;1700;;;
121012;1800;;;
121012;1900;;;
121012;2000;;;
121012;2100;;;
121012;2200;;;
121012;2300;;;
121013;0;;;
121013;100;;;
121013;200;;;
121013;300;;;
121013;400;;;
121013;500;;;
121013;600;;;
121013;700;;;
121013;800;;;
121013;900;;;
121013;1000;;;
121013;1100;;;
121013;1200;;;
121013;1300;;;
121013;1400;;;
121013;1500;;;
121013;1600;;;
121013;1700;;;
121013;1800;;;
121013;1900;;;
121013;2000;;;
121013;2100;;;
121013;2200;;;
121013;2300;;;
121014;0;;;
121014;100;;;
121014;200;;;
121014;300;;;
121014;400;;;
121014;500;;;
121014;600;;;
121014;700;;;
121014;800;;;
121014;900;;;
121014;1000;;;
121014;1100;;;
121014;1200;;;
121014;1300;;;
121014;1400;;;
121014;1500;;;
121014;1600;;;
121014;1700;;;
121014;1800;;;
121014;1900;;;
121014;2000;;;
121014;2100;;;
121014;2200;;;
121014;2300;;;
121015;0;;;
121015;100;;;
121015;200;;;
121015;300;;;
121015;400;;;
121015;500;;;
121015;600;;;
